"linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","codeChurnUntil.","maxCodeChurnUntil.","directory","k"
25,18,5,2,3,"mylyn","change-metrics.csv"
17,17,8.5,16,16,"mylyn","change-metrics.csv"
10,4,1.25,3,3,"mylyn","change-metrics.csv"
39,21,3.9,-9,3,"mylyn","change-metrics.csv"
17,13,4.25,13,10,"mylyn","change-metrics.csv"
46,6,2.09091,-49,4,"mylyn","change-metrics.csv"
860,405,17.9167,-674,35,"mylyn","change-metrics.csv"
148,79,14.8,85,69,"mylyn","change-metrics.csv"
2,1,0.666667,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
23,9,2.55556,3,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
19,7,2.71429,-18,4,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
9,4,1.5,-15,3,"mylyn","change-metrics.csv"
138,25,5.75,45,11,"mylyn","change-metrics.csv"
57,12,3.8,13,5,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
17,11,2.42857,9,11,"mylyn","change-metrics.csv"
14,4,2.33333,9,4,"mylyn","change-metrics.csv"
154,45,4.16216,1,9,"mylyn","change-metrics.csv"
91,40,15.1667,16,39,"mylyn","change-metrics.csv"
50,13,3.57143,-26,7,"mylyn","change-metrics.csv"
19,15,6.33333,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
18,12,4.5,15,11,"mylyn","change-metrics.csv"
84,22,4.42105,30,12,"mylyn","change-metrics.csv"
12,4,1.33333,-1,3,"mylyn","change-metrics.csv"
7,4,1.4,0,3,"mylyn","change-metrics.csv"
58,37,19.3333,6,6,"mylyn","change-metrics.csv"
103,27,6.4375,-242,11,"mylyn","change-metrics.csv"
9,5,3,0,0,"mylyn","change-metrics.csv"
5,3,1.25,1,1,"mylyn","change-metrics.csv"
49,14,3.5,6,5,"mylyn","change-metrics.csv"
9,6,2.25,0,0,"mylyn","change-metrics.csv"
5,5,1.66667,0,0,"mylyn","change-metrics.csv"
249,107,13.8333,97,101,"mylyn","change-metrics.csv"
36,6,2.4,0,3,"mylyn","change-metrics.csv"
20,8,2.5,1,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
252,225,28,-26,7,"mylyn","change-metrics.csv"
229,37,6.93939,63,25,"mylyn","change-metrics.csv"
388,112,11.7576,131,20,"mylyn","change-metrics.csv"
75,33,8.33333,32,26,"mylyn","change-metrics.csv"
18,7,2.25,-2,4,"mylyn","change-metrics.csv"
42,21,5.25,3,5,"mylyn","change-metrics.csv"
2,2,1,-2,0,"mylyn","change-metrics.csv"
19,19,6.33333,4,4,"mylyn","change-metrics.csv"
188,91,6.48276,50,30,"mylyn","change-metrics.csv"
58,26,8.28571,19,17,"mylyn","change-metrics.csv"
43,16,6.14286,-1,5,"mylyn","change-metrics.csv"
8,4,1.6,0,3,"mylyn","change-metrics.csv"
50,24,10,27,23,"mylyn","change-metrics.csv"
24,10,4,22,10,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
0,0,0,-3,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,2,1.14286,2,1,"mylyn","change-metrics.csv"
10,4,1.25,3,3,"mylyn","change-metrics.csv"
25,4,2.08333,0,3,"mylyn","change-metrics.csv"
219,192,24.3333,-23,7,"mylyn","change-metrics.csv"
6,4,1.5,4,3,"mylyn","change-metrics.csv"
22,12,3.14286,2,12,"mylyn","change-metrics.csv"
113,84,18.8333,103,81,"mylyn","change-metrics.csv"
38,13,5.42857,11,5,"mylyn","change-metrics.csv"
3,2,0.75,0,0,"mylyn","change-metrics.csv"
78,20,4.58824,-2,19,"mylyn","change-metrics.csv"
126,32,11.4545,48,27,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,5,1.6,0,4,"mylyn","change-metrics.csv"
28,18,3.11111,-8,1,"mylyn","change-metrics.csv"
28,16,3.11111,11,7,"mylyn","change-metrics.csv"
171,21,4.75,-14,10,"mylyn","change-metrics.csv"
373,137,13.8148,114,40,"mylyn","change-metrics.csv"
364,324,40.4444,-40,7,"mylyn","change-metrics.csv"
66,18,4.4,-22,18,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
82,43,6.30769,42,24,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
246,90,8.48276,43,77,"mylyn","change-metrics.csv"
107,11,3.56667,-2,10,"mylyn","change-metrics.csv"
181,51,11.3125,-50,24,"mylyn","change-metrics.csv"
14,6,1.75,-4,4,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
34,16,5.66667,0,1,"mylyn","change-metrics.csv"
29,25,5.8,24,23,"mylyn","change-metrics.csv"
20,16,5,3,3,"mylyn","change-metrics.csv"
12,10,4,6,6,"mylyn","change-metrics.csv"
1957,173,11.2471,100,58,"mylyn","change-metrics.csv"
7,4,1.75,4,3,"mylyn","change-metrics.csv"
1303,127,11.531,505,109,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
24,5,1.71429,-3,4,"mylyn","change-metrics.csv"
7,4,1.16667,-1,3,"mylyn","change-metrics.csv"
57,44,9.5,44,39,"mylyn","change-metrics.csv"
96,24,4.17391,16,16,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
35,7,2.33333,-2,2,"mylyn","change-metrics.csv"
49,13,2.57895,24,11,"mylyn","change-metrics.csv"
27,8,2.25,-25,8,"mylyn","change-metrics.csv"
1225,179,15.5063,591,179,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
33,5,1.83333,-15,4,"mylyn","change-metrics.csv"
8,4,1.33333,4,3,"mylyn","change-metrics.csv"
170,96,7.08333,15,16,"mylyn","change-metrics.csv"
9,7,2.25,2,2,"mylyn","change-metrics.csv"
96,52,7.38462,30,52,"mylyn","change-metrics.csv"
5,2,1.25,-3,0,"mylyn","change-metrics.csv"
41,10,3.72727,15,10,"mylyn","change-metrics.csv"
57,36,8.14286,-24,11,"mylyn","change-metrics.csv"
89,66,11.125,64,62,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
22,7,1.69231,-144,7,"mylyn","change-metrics.csv"
31,8,2.58333,-64,4,"mylyn","change-metrics.csv"
13,4,2.6,3,3,"mylyn","change-metrics.csv"
70,17,2.91667,-1,4,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
116,23,5.8,-18,8,"mylyn","change-metrics.csv"
14,9,2.8,10,7,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
668,419,25.6923,226,156,"mylyn","change-metrics.csv"
39,23,6.5,10,6,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
49,29,6.125,33,29,"mylyn","change-metrics.csv"
10,5,1.42857,2,4,"mylyn","change-metrics.csv"
1,1,0.25,1,1,"mylyn","change-metrics.csv"
653,136,15.186,179,65,"mylyn","change-metrics.csv"
306,56,9,-70,26,"mylyn","change-metrics.csv"
10,4,1.25,-4,3,"mylyn","change-metrics.csv"
22,14,4.4,15,9,"mylyn","change-metrics.csv"
55,22,7.85714,-3,3,"mylyn","change-metrics.csv"
3,3,1.5,0,0,"mylyn","change-metrics.csv"
13,7,3.25,12,7,"mylyn","change-metrics.csv"
10,5,1.66667,1,1,"mylyn","change-metrics.csv"
17,9,3.4,-16,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
243,66,10.5652,60,57,"mylyn","change-metrics.csv"
13,5,2.16667,3,4,"mylyn","change-metrics.csv"
18,8,2.25,0,3,"mylyn","change-metrics.csv"
13,10,3.25,4,4,"mylyn","change-metrics.csv"
219,52,14.6,100,39,"mylyn","change-metrics.csv"
3,3,1,-6,0,"mylyn","change-metrics.csv"
18,13,4.5,16,13,"mylyn","change-metrics.csv"
9,4,1.8,1,1,"mylyn","change-metrics.csv"
6,3,1.5,0,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
8,8,4,0,0,"mylyn","change-metrics.csv"
9,5,2.25,4,4,"mylyn","change-metrics.csv"
6,5,2,4,4,"mylyn","change-metrics.csv"
45,26,7.5,21,13,"mylyn","change-metrics.csv"
101,26,8.41667,77,25,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,-1,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
21,8,2.625,-2,6,"mylyn","change-metrics.csv"
8,4,1.14286,-4,3,"mylyn","change-metrics.csv"
281,44,13.381,-85,38,"mylyn","change-metrics.csv"
7,7,3.5,0,0,"mylyn","change-metrics.csv"
7,4,1.4,3,3,"mylyn","change-metrics.csv"
33,5,1.83333,-14,4,"mylyn","change-metrics.csv"
261,257,43.5,-25,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,5,2.5,4,4,"mylyn","change-metrics.csv"
269,119,22.4167,105,73,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
307,74,13.3478,-125,58,"mylyn","change-metrics.csv"
21,20,7,8,8,"mylyn","change-metrics.csv"
29,21,5.8,-25,3,"mylyn","change-metrics.csv"
1,1,0.333333,1,1,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
58,27,7.25,-19,1,"mylyn","change-metrics.csv"
42,20,3.5,13,14,"mylyn","change-metrics.csv"
14,6,2.33333,7,4,"mylyn","change-metrics.csv"
235,192,13.0556,5,192,"mylyn","change-metrics.csv"
83,31,10.375,44,30,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
98,88,14,6,88,"mylyn","change-metrics.csv"
402,154,28.7143,194,153,"mylyn","change-metrics.csv"
435,181,18.125,191,75,"mylyn","change-metrics.csv"
32,14,6.4,20,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
9,8,3,8,8,"mylyn","change-metrics.csv"
4,4,1.33333,3,3,"mylyn","change-metrics.csv"
15,13,3.75,13,12,"mylyn","change-metrics.csv"
76,34,6.90909,35,15,"mylyn","change-metrics.csv"
71,42,17.75,70,42,"mylyn","change-metrics.csv"
211,76,9.17391,106,69,"mylyn","change-metrics.csv"
25,14,2.77778,10,9,"mylyn","change-metrics.csv"
13,4,1.625,-1,0,"mylyn","change-metrics.csv"
154,47,10.2667,-42,31,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
113,68,14.125,107,68,"mylyn","change-metrics.csv"
4454,316,24.2065,736,298,"mylyn","change-metrics.csv"
8,4,2.66667,7,4,"mylyn","change-metrics.csv"
105,17,3.62069,-3,4,"mylyn","change-metrics.csv"
58,8,2.41667,-6,5,"mylyn","change-metrics.csv"
55,11,4.58333,18,8,"mylyn","change-metrics.csv"
8,4,1.6,3,3,"mylyn","change-metrics.csv"
24,20,8,23,20,"mylyn","change-metrics.csv"
33,20,3.66667,2,3,"mylyn","change-metrics.csv"
50,25,5,23,25,"mylyn","change-metrics.csv"
28,28,14,10,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,-2,0,"mylyn","change-metrics.csv"
12,6,1.71429,1,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
99,19,4.71429,-113,17,"mylyn","change-metrics.csv"
29,12,4.14286,6,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
152,63,19,-24,3,"mylyn","change-metrics.csv"
9,4,1.5,6,3,"mylyn","change-metrics.csv"
363,118,10.0833,2,22,"mylyn","change-metrics.csv"
361,228,15.6957,-21,228,"mylyn","change-metrics.csv"
7,5,1.75,-26,0,"mylyn","change-metrics.csv"
4,2,1,0,1,"mylyn","change-metrics.csv"
33,6,1.65,-3,3,"mylyn","change-metrics.csv"
77,29,7,-11,4,"mylyn","change-metrics.csv"
37,17,5.28571,6,4,"mylyn","change-metrics.csv"
46,26,5.11111,17,14,"mylyn","change-metrics.csv"
81,20,4.26316,-2,12,"mylyn","change-metrics.csv"
302,73,8.16216,-13,5,"mylyn","change-metrics.csv"
2,2,1,2,2,"mylyn","change-metrics.csv"
64,27,9.14286,62,27,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,9,3.33333,8,8,"mylyn","change-metrics.csv"
13,4,2.16667,0,3,"mylyn","change-metrics.csv"
55,34,7.85714,-34,7,"mylyn","change-metrics.csv"
17,7,2.42857,8,7,"mylyn","change-metrics.csv"
52,28,17.3333,17,20,"mylyn","change-metrics.csv"
13,10,3.25,10,10,"mylyn","change-metrics.csv"
70,16,5,34,13,"mylyn","change-metrics.csv"
6,4,2,3,3,"mylyn","change-metrics.csv"
118,27,5.36364,-118,9,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
79,20,7.18182,35,20,"mylyn","change-metrics.csv"
30,24,7.5,23,23,"mylyn","change-metrics.csv"
149,74,9.3125,-42,8,"mylyn","change-metrics.csv"
391,101,21.7222,229,62,"mylyn","change-metrics.csv"
3,2,1,1,1,"mylyn","change-metrics.csv"
426,131,11.2105,15,12,"mylyn","change-metrics.csv"
12,11,4,4,4,"mylyn","change-metrics.csv"
40,11,5,16,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
16,10,5.33333,3,3,"mylyn","change-metrics.csv"
536,284,19.1429,66,284,"mylyn","change-metrics.csv"
174,59,10.2353,47,56,"mylyn","change-metrics.csv"
179,33,5.42424,13,9,"mylyn","change-metrics.csv"
172,152,17.2,3,152,"mylyn","change-metrics.csv"
80,52,20,58,52,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
19,5,2.375,-3,3,"mylyn","change-metrics.csv"
11,8,3.66667,1,1,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
16,8,2.66667,-8,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
289,73,11.56,-169,6,"mylyn","change-metrics.csv"
202,45,8.08,35,41,"mylyn","change-metrics.csv"
16,10,4,9,9,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
63,19,3.31579,19,8,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
19,13,3.16667,1,1,"mylyn","change-metrics.csv"
247,107,10.7391,31,32,"mylyn","change-metrics.csv"
889,276,13.0735,352,73,"mylyn","change-metrics.csv"
34,12,5.66667,6,12,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
24,5,1.5,4,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
13,6,2.6,3,3,"mylyn","change-metrics.csv"
140,125,20,73,117,"mylyn","change-metrics.csv"
44,5,2.44444,0,1,"mylyn","change-metrics.csv"
125,19,3.125,24,18,"mylyn","change-metrics.csv"
2,2,0.5,1,1,"mylyn","change-metrics.csv"
273,40,6.65854,60,35,"mylyn","change-metrics.csv"
8,4,2,3,3,"mylyn","change-metrics.csv"
13,6,2.6,1,2,"mylyn","change-metrics.csv"
37,24,7.4,29,18,"mylyn","change-metrics.csv"
129,71,14.3333,19,26,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
551,207,15.7429,-197,96,"mylyn","change-metrics.csv"
11,4,1.375,2,2,"mylyn","change-metrics.csv"
169,137,18.7778,-14,7,"mylyn","change-metrics.csv"
69,25,6.9,49,25,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
7,6,2.33333,4,3,"mylyn","change-metrics.csv"
99,83,12.375,4,83,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,6,2.75,1,1,"mylyn","change-metrics.csv"
4,2,1,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
7,5,1.75,4,4,"mylyn","change-metrics.csv"
68,65,17,36,35,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,8,2.66667,3,3,"mylyn","change-metrics.csv"
8,3,1.6,-1,0,"mylyn","change-metrics.csv"
7,4,1.75,-4,3,"mylyn","change-metrics.csv"
33,28,5.5,5,3,"mylyn","change-metrics.csv"
27,18,5.4,17,16,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
96,24,6.4,18,12,"mylyn","change-metrics.csv"
22,10,4.4,13,10,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
53,25,13.25,44,24,"mylyn","change-metrics.csv"
18,7,2.25,-7,7,"mylyn","change-metrics.csv"
160,132,17.7778,-14,7,"mylyn","change-metrics.csv"
12,5,2,0,3,"mylyn","change-metrics.csv"
2,1,0.666667,0,0,"mylyn","change-metrics.csv"
161,113,14.6364,35,113,"mylyn","change-metrics.csv"
6,5,1.5,-20,0,"mylyn","change-metrics.csv"
106,19,4.6087,24,6,"mylyn","change-metrics.csv"
385,115,12.4194,102,49,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
47,6,2.35,4,3,"mylyn","change-metrics.csv"
4,4,2,4,4,"mylyn","change-metrics.csv"
26,7,2.88889,6,3,"mylyn","change-metrics.csv"
122,50,6.77778,-3,36,"mylyn","change-metrics.csv"
27,9,2.7,-38,3,"mylyn","change-metrics.csv"
130,102,14.4444,-14,7,"mylyn","change-metrics.csv"
8,5,2,3,2,"mylyn","change-metrics.csv"
4,3,1.33333,-1,0,"mylyn","change-metrics.csv"
30,9,3,-2,9,"mylyn","change-metrics.csv"
17,17,8.5,14,14,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
147,47,7.73684,-37,16,"mylyn","change-metrics.csv"
111,25,4.625,42,24,"mylyn","change-metrics.csv"
54,18,4.90909,-25,9,"mylyn","change-metrics.csv"
13,12,4.33333,10,10,"mylyn","change-metrics.csv"
12,4,1.71429,4,3,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
236,98,11.8,53,26,"mylyn","change-metrics.csv"
99,71,11,-5,7,"mylyn","change-metrics.csv"
67,42,7.44444,19,13,"mylyn","change-metrics.csv"
8,5,1.6,1,1,"mylyn","change-metrics.csv"
31,15,6.2,4,2,"mylyn","change-metrics.csv"
163,32,6.52,27,17,"mylyn","change-metrics.csv"
5,5,1.66667,1,1,"mylyn","change-metrics.csv"
20,20,10,-1,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
26,7,3.25,1,4,"mylyn","change-metrics.csv"
65,30,16.25,55,30,"mylyn","change-metrics.csv"
22,14,3.66667,15,12,"mylyn","change-metrics.csv"
107,32,9.72727,79,32,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
12,4,1.5,3,3,"mylyn","change-metrics.csv"
20,18,5,14,16,"mylyn","change-metrics.csv"
9,4,1.28571,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
272,72,8.5,-664,27,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
282,80,10.4444,122,78,"mylyn","change-metrics.csv"
65,22,10.8333,32,14,"mylyn","change-metrics.csv"
779,189,22.9118,169,91,"mylyn","change-metrics.csv"
39,15,3,-1,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
112,15,3.86207,-14,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
214,56,8.23077,38,56,"mylyn","change-metrics.csv"
10,5,1.42857,2,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,4,1.6,-6,3,"mylyn","change-metrics.csv"
38,33,7.6,10,10,"mylyn","change-metrics.csv"
123,38,7.23529,55,23,"mylyn","change-metrics.csv"
72,18,4.8,16,11,"mylyn","change-metrics.csv"
